t,L_kW,pi_e_per_kWh,pi_f_per_kW,alpha,P_kW,F_kW,E_kWh,d_kW,cost_e_usd,rev_fr_usd
291,11302.0,0.02993,0.00552,-0.132671,-271.2833,728.7167,133.1667,11476.6036,5.225886,4.022516
292,9844.0,0.03028,0.00675,-0.06594,-97.57,902.43,307.7703,9882.0641,1.152581,6.091402
293,9592.0,0.03131,0.00675,0.274273,-59.2256,940.7744,345.8344,9909.2551,9.933256,6.350227
294,9950.0,0.03736,0.01581,-0.35896,100.0,-0.0,500.0,9850.0,-3.736,-0.0
295,12620.0,0.04203,0.00951,-0.321327,-0.0,1000.0,400.0,12298.6731,-13.505368,9.51
296,10212.0,0.04223,0.01,-0.202162,-36.3154,786.7313,78.6731,10089.2679,-5.182975,7.867313
297,12522.0,0.0398,0.00605,-0.086503,-400.0,-0.0,0.0,12922.0,15.92,-0.0
298,11548.0,0.04008,0.00605,-0.146699,-0.0,1000.0,400.0,11401.3014,-5.879678,6.05
299,11268.0,0.03971,0.00605,-0.496503,-0.0,1000.0,253.3014,10771.4973,-19.716123,6.05
300,11320.0,0.03837,0.00605,-0.300218,-400.535,-0.0,0.0,11720.535,15.368527,-0.0
301,13614.0,0.03739,0.00605,0.154854,-5.3498,994.6502,400.535,13773.3749,5.959027,6.017634
302,11306.0,0.03756,0.00605,-0.221309,99.465,-0.0,500.0,11206.535,-3.735906,-0.0
303,11208.0,0.03829,0.00605,0.02406,-5.3498,994.6502,400.535,11237.2812,1.121177,6.017634
304,13390.0,0.0432,0.01,-0.05423,-3.7749,701.8382,429.8162,13355.7139,-1.481161,7.018382
305,10530.0,0.05755,0.0193,-0.054164,286.3129,713.6871,395.5301,10205.0308,-18.701977,13.774161
306,10166.0,0.0472,0.01684,-0.272261,-32.6993,705.6087,70.5609,10006.5897,-7.524167,11.882451
307,11368.0,0.04196,0.01,-0.277776,-105.3786,-0.0,0.0,11473.3786,4.421684,-0.0
308,9708.0,0.04005,0.00605,0.077678,-0.0,1000.0,105.3786,9785.6778,3.110997,6.05
309,9530.0,0.03846,0.00605,0.186443,-0.0,1000.0,183.0564,9716.4425,7.17058,6.05
310,10542.0,0.03634,0.00605,0.52094,-0.0,1000.0,369.4989,11062.9404,18.930976,6.05
311,9720.0,0.03615,0.00544,0.649736,100.0,-0.0,500.0,9620.0,-3.615,-0.0
312,10634.0,0.0407,0.00552,0.583901,-0.0,1000.0,400.0,11217.901,23.764772,5.52
313,9138.0,0.03721,0.00552,0.821591,99.4651,-0.0,500.0,9038.5349,-3.701095,-0.0
314,9040.0,0.03556,0.004,0.712772,-5.3494,994.6506,400.5349,9754.3085,25.400811,3.978602
315,10624.0,0.03512,0.00308,0.716736,99.4694,-0.0,500.0,10524.5306,-3.493365,-0.0
316,9230.0,0.03572,0.00528,0.472307,-5.306,994.694,400.5306,9705.1066,16.970809,5.251984
317,8946.0,0.03826,0.00675,0.36887,100.0,-0.0,500.0,8846.0,-3.826,-0.0
318,11404.0,0.04257,0.01377,0.123219,-0.0,1000.0,400.0,11527.2193,5.245447,13.77
319,9854.0,0.04695,0.01442,0.310123,389.2429,-0.0,500.0,9464.7571,-18.274954,-0.0
320,12036.0,0.04923,0.00631,-0.026635,-0.0,1000.0,110.7571,12009.3654,-1.31122,6.31
321,10976.0,0.05142,0.00701,0.152141,-158.7746,841.2254,84.1225,11262.7596,14.74518,5.89699
322,11034.0,0.05225,0.00527,0.072163,-0.0,1000.0,370.8822,11106.1626,3.770497,5.27
323,11244.0,0.05024,0.00605,0.311796,39.9814,569.552,443.0448,11381.6028,6.913165,3.44579
324,13658.0,0.04923,0.00596,0.399038,99.465,-0.0,500.0,13558.535,-4.896663,-0.0
325,12286.0,0.04918,0.00592,0.699821,-5.3498,994.6502,400.535,12987.4269,34.496173,5.888329
326,12234.0,0.04905,0.0058,0.685636,99.465,-0.0,500.0,12134.535,-4.878759,-0.0
327,12202.0,0.0545,0.00639,0.168378,-5.3498,994.6502,400.535,12374.8273,9.419086,6.355815
328,11832.0,0.06644,0.00737,0.111554,67.6687,-0.0,500.0,11764.3313,-4.495907,-0.0
329,11352.0,0.07988,0.02825,-0.174176,323.3132,676.6868,432.3313,10910.8242,-35.241125,19.116403
330,11634.0,0.07422,0.02415,-0.244654,-99.465,-0.0,0.0,11733.465,7.382294,-0.0
331,11870.0,0.0671,0.01629,0.14898,-5.3498,994.6502,99.465,12023.5328,10.302051,16.202852
332,10494.0,0.06208,0.00605,0.251992,-0.0,1000.0,252.9978,10745.9925,15.643692,6.05
333,10044.0,0.05865,0.007,0.03523,378.4858,-0.0,500.0,9665.5142,-22.198191,-0.0
334,9724.0,0.05608,0.00605,-0.196596,-0.0,1000.0,121.5142,9527.4044,-11.02508,6.05
335,9528.0,0.05121,0.00527,-0.140235,-400.0,-0.0,0.0,9928.0,20.484,-0.0
336,11094.0,0.05703,0.00705,-0.372819,-0.0,1000.0,400.0,10721.1808,-21.261879,7.05
337,9646.0,0.05353,0.00552,-0.427265,-374.8161,271.808,27.1808,9904.682,13.847246,1.50038
338,9308.0,0.05341,0.00527,-0.251807,-0.0,1000.0,285.8628,9056.1931,-13.449005,5.27
339,9388.0,0.05131,0.00527,0.065314,-368.3064,340.559,34.0559,9778.5495,20.039096,1.794746
340,9322.0,0.0517,0.00552,0.182913,20.0637,753.9458,424.6054,9439.8425,6.092459,4.161781
341,9470.0,0.05284,0.00675,-0.366899,100.0,-0.0,500.0,9370.0,-5.284,-0.0
342,11488.0,0.05809,0.00911,-0.208214,-0.0,1000.0,400.0,11279.7863,-12.095135,9.11
343,10626.0,0.05977,0.01102,-0.140313,-0.0,1000.0,191.7863,10485.6871,-8.386502,11.02
344,10982.0,0.06205,0.01767,-0.014179,-62.0523,514.7337,51.4734,11036.7539,3.397482,9.095345
345,11416.0,0.06004,0.01065,0.344932,-0.0,1000.0,106.2273,11760.932,20.709718,10.65
346,11478.0,0.05148,0.00666,-0.195213,48.5324,488.4067,451.1593,11334.1241,-7.406734,3.252789
347,11522.0,0.04799,0.00502,-0.276453,-0.0,1000.0,307.2834,11245.5472,-13.26697,5.02
348,13782.0,0.04652,0.00605,-0.07734,-371.3626,308.3058,30.8306,14129.5182,16.166547,1.86525
349,11954.0,0.04269,0.0058,-0.405956,-27.4173,972.5827,378.3488,11586.5916,-15.684666,5.64098
350,11826.0,0.044,0.00605,0.020242,-390.1831,109.4034,10.9403,12218.3976,17.265494,0.661891
351,11420.0,0.04786,0.00605,0.09622,-2.3961,966.6206,403.3379,11515.4041,4.566042,5.848055
352,11356.0,0.0679,0.02253,0.258413,66.3431,12.5792,498.7421,11292.9075,-4.283978,0.28341
353,10892.0,0.08441,0.02021,0.068202,326.8099,643.5038,435.6496,10609.0786,-23.881398,13.005213
354,12344.0,0.08036,0.02068,0.23018,31.3828,968.6172,152.7282,12535.5734,15.394836,20.031004
355,10570.0,0.0714,0.01604,0.407699,202.3615,797.6385,344.3016,10692.8345,8.770386,12.794121
356,10122.0,0.06316,0.0072,0.357007,343.8543,328.639,467.1361,9895.4722,-14.307497,2.366201
357,10060.0,0.062,0.00605,0.319324,-0.0,1000.0,240.6083,10379.3235,19.798059,6.05
358,9858.0,0.05773,0.00631,0.298968,100.0,-0.0,500.0,9758.0,-5.773,-0.0
359,11326.0,0.05713,0.007,0.03429,-0.0,1000.0,400.0,11360.2902,1.958997,7.0
360,9998.0,0.05542,0.00552,-0.006739,30.7559,657.0983,434.2902,9962.8161,-1.949892,3.627183
361,9666.0,0.05342,0.00552,-0.038609,-0.0,1000.0,399.1063,9627.391,-2.062491,5.52
362,9586.0,0.05179,0.00552,0.05539,-0.0,1000.0,360.4973,9641.3899,2.868644,5.52
363,9472.0,0.05152,0.00552,0.261504,10.8326,841.1279,415.8872,9681.1256,10.774149,4.643026
364,9442.0,0.0535,0.00552,-0.03675,99.5134,-0.0,500.0,9342.4866,-5.323968,-0.0
365,11246.0,0.05662,0.00552,-0.055065,-4.8658,995.1342,400.4866,11196.0692,-2.827084,5.493141
366,9988.0,0.06467,0.00919,0.284622,-0.0,1000.0,350.5557,10272.6218,18.406492,9.19
367,10038.0,0.07745,0.01429,0.049877,389.2429,-0.0,500.0,9648.7571,-30.146862,-0.0
368,10178.0,0.07334,0.01503,-0.143487,-0.0,1000.0,110.7571,10034.5127,-10.523359,15.03
369,10146.0,0.06412,0.00905,-0.063108,-400.0,-0.0,0.0,10546.0,25.648,-0.0
370,12160.0,0.0548,0.00626,0.138434,-0.0,1000.0,400.0,12298.4337,7.586164,6.26
371,10706.0,0.04884,0.00605,0.106339,100.0,-0.0,500.0,10606.0,-4.884,-0.0
372,10554.0,0.04778,0.00605,0.372126,-0.0,1000.0,400.0,10926.1256,17.780159,6.05
373,10506.0,0.04686,0.00672,0.467589,99.465,-0.0,500.0,10406.535,-4.660931,-0.0
374,10624.0,0.04714,0.00605,0.535892,-5.3498,994.6502,400.535,11162.3749,25.378994,6.017634
375,11058.0,0.04881,0.00605,0.523825,99.465,-0.0,500.0,10958.535,-4.854888,-0.0
376,11698.0,0.06229,0.01356,0.904952,-5.3498,994.6502,400.535,12603.4607,56.401145,13.487457
377,10846.0,0.0857,0.02356,0.633579,400.535,-0.0,500.0,10445.465,-34.325848,-0.0
378,10458.0,0.07758,0.015,0.034409,-5.3498,994.6502,99.465,10497.5747,3.070207,14.919753
379,10222.0,0.06839,0.00798,0.378743,-0.0,1000.0,139.0397,10600.7427,25.902215,7.98
380,10232.0,0.06146,0.0061,0.183363,378.4858,-0.0,500.0,9853.5142,-23.261737,-0.0
381,12010.0,0.05894,0.00605,0.161256,-0.0,1000.0,121.5142,12171.2561,9.504433,6.05
382,10006.0,0.05487,0.00605,0.409043,-0.0,1000.0,282.7703,10415.0432,22.444201,6.05
383,10098.0,0.05439,0.00552,-0.045715,100.0,-0.0,500.0,9998.0,-5.439,-0.0
384,9820.0,0.05164,0.00552,-0.309648,-0.0,1000.0,400.0,9510.3516,-15.990244,5.52
385,9538.0,0.0489,0.00552,-0.584517,-96.4841,903.5159,90.3516,9106.3633,-21.107037,4.987408
386,9528.0,0.04553,0.00552,-0.613098,-400.5346,-0.0,0.0,9928.5346,18.23634,-0.0
387,11174.0,0.04553,0.00552,-0.363104,-5.3458,994.6542,400.5346,10818.1834,-16.20033,5.490491
388,9750.0,0.04736,0.00552,-0.157006,-358.1738,447.1798,44.718,10037.9637,13.637962,2.468433
389,9600.0,0.05,0.00552,-0.056974,-72.3079,927.6921,332.6817,9619.4532,0.972661,5.12086
390,9830.0,0.06099,0.00975,-0.353539,-0.0,1000.0,352.1349,9476.4607,-21.562362,9.75
391,9924.0,0.07691,0.01088,-0.773377,-110.7571,-0.0,0.0,10034.7571,8.518329,-0.0
392,11876.0,0.06735,0.01,-0.568075,-0.0,1000.0,110.7571,11307.9249,-38.25986,10.0
393,10588.0,0.05578,0.00605,-0.529847,-400.0,-0.0,0.0,10988.0,22.312,-0.0
394,10256.0,0.05214,0.00605,-0.29632,-0.0,1000.0,400.0,9959.6796,-15.450148,6.05
395,10276.0,0.04906,0.00605,-0.067811,-1.537,998.463,103.6796,10209.8307,-3.246265,6.040701
396,10506.0,0.04858,0.00605,-0.020445,-365.0422,375.1028,37.5103,10863.3733,17.361196,2.269372
397,12486.0,0.04745,0.00605,0.151896,-10.9709,989.0291,394.8836,12647.2002,7.648949,5.983626
398,11062.0,0.04759,0.00605,0.164348,99.465,-0.0,500.0,10962.535,-4.73354,-0.0
399,10666.0,0.05235,0.00605,0.239875,-5.3498,994.6502,400.535,10909.9419,12.77036,6.017634
400,10868.0,0.05826,0.00605,0.024878,67.6687,-0.0,500.0,10800.3313,-3.942377,-0.0
401,10786.0,0.0689,0.01354,-0.020856,323.3132,676.6868,432.3313,10448.5741,-23.248646,9.16234
402,10608.0,0.06314,0.0083,0.027649,-9.6642,949.0539,94.9054,10643.9045,2.267013,7.877148
403,12454.0,0.05795,0.00605,0.201253,-0.0,1000.0,130.8099,12655.253,11.662612,6.05
404,10546.0,0.05332,0.007,0.064317,-0.0,1000.0,332.063,10610.3167,3.429366,7.0
405,10968.0,0.05198,0.007,0.162894,-0.0,1000.0,396.3797,11130.8943,8.467247,7.0
406,10376.0,0.05007,0.00605,0.063686,100.0,-0.0,500.0,10276.0,-5.007,-0.0
407,10216.0,0.04693,0.00527,0.021905,-0.0,1000.0,400.0,10237.9054,1.028019,5.27
408,10092.0,0.0455,0.00552,0.198923,17.705,780.9462,421.9054,10229.6433,6.262771,4.310823
409,11694.0,0.04359,0.00552,-0.289281,99.4651,-0.0,500.0,11594.5349,-4.335682,-0.0
410,10186.0,0.04242,0.00552,-0.502185,-5.3494,994.6506,400.5349,9691.8513,-20.96179,5.490471
411,10206.0,0.04194,0.00435,-0.702719,-400.5306,-0.0,0.0,10606.5306,16.798253,-0.0
412,9806.0,0.04242,0.00552,-1.0,-5.306,994.694,400.5306,8816.612,-41.969839,5.490711
413,9896.0,0.0441,0.00552,-0.929544,-400.0,-0.0,0.0,10296.0,17.64,-0.0
414,10142.0,0.05159,0.0159,-0.532283,-0.0,1000.0,400.0,9609.7172,-27.460471,15.9
415,12350.0,0.06016,0.00959,-0.461887,-110.7571,-0.0,0.0,12460.7571,6.663147,-0.0
416,11002.0,0.05394,0.00586,-0.302901,-0.0,1000.0,110.7571,10699.0989,-16.338488,5.86
417,10920.0,0.05018,0.00605,0.012452,-400.0,-0.0,0.0,11320.0,20.072,-0.0
418,10866.0,0.04602,0.00662,0.30143,-0.0,1000.0,400.0,11167.4299,13.871806,6.62
419,10956.0,0.04406,0.005,0.210862,100.0,-0.0,500.0,10856.0,-4.406,-0.0
420,11158.0,0.0424,0.0058,0.455935,-0.0,1000.0,400.0,11613.9355,19.331664,5.8
421,13050.0,0.0404,0.0055,0.362219,99.4694,-0.0,500.0,12950.5306,-4.018564,-0.0
422,11628.0,0.04161,0.0058,0.087437,-5.306,994.694,400.5306,11720.2791,3.839731,5.769225
423,11122.0,0.04417,0.00595,-0.06519,92.4229,71.9035,492.8097,11024.8897,-4.289363,0.427826
424,11330.0,0.05147,0.00605,-0.374611,-0.0,1000.0,395.6993,10955.3892,-19.281217,6.05
425,11302.0,0.06032,0.01828,-0.476348,-85.4243,210.8854,21.0885,11286.9695,-0.906639,3.854986
426,11850.0,0.0572,0.00895,-0.436024,-93.7328,60.5806,6.0581,11917.3182,3.850601,0.542196
427,12324.0,0.04918,0.00605,-0.15023,-41.3274,733.7626,73.3763,12255.0946,-3.388767,4.439264
428,11166.0,0.04618,0.0058,0.265897,-117.2838,44.7087,4.4709,11295.1717,5.965151,0.259311
429,10876.0,0.04367,0.00578,-0.104657,-0.0,1000.0,133.6426,10771.343,-4.570372,5.78
430,10570.0,0.04142,0.0058,0.007929,-372.5734,289.8558,28.9856,10944.8718,15.527189,1.681164
431,10356.0,0.04126,0.00527,-0.222973,-1.3137,961.4265,403.8574,10142.9419,-8.790779,5.066718
432,11974.0,0.03688,0.00552,-0.062796,-0.0,1000.0,190.7992,11911.2038,-2.315923,5.52
433,10350.0,0.03471,0.00552,-0.075936,-0.0,1000.0,128.003,10274.0638,-2.635745,5.52
434,9858.0,0.03393,0.00552,-0.459751,-351.2682,520.6685,52.0668,9969.8901,3.796432,2.87409
435,9858.0,0.0338,0.00646,-0.140588,-240.6578,759.3422,163.957,9991.9032,4.525929,4.905351
436,10014.0,0.0341,0.00552,-0.238541,-107.4271,892.5729,297.8602,9908.5116,-3.597153,4.927002
437,11722.0,0.03535,0.00675,-0.296364,-211.8672,788.1328,192.3718,11700.293,-0.767343,5.319896
438,10786.0,0.0418,0.01469,-0.457619,-0.0,1000.0,170.6648,10328.3814,-19.128456,14.69
439,10934.0,0.05295,0.01064,-0.487156,-116.1357,-0.0,0.0,11050.1357,6.149383,-0.0
440,11578.0,0.05166,0.00655,-0.271231,-0.0,1000.0,116.1357,11306.7687,-14.011808,6.55
441,12332.0,0.05008,0.00655,-0.245057,-400.0,-0.0,0.0,12732.0,20.032,-0.0
442,12498.0,0.04562,0.00605,-0.111487,-0.0,1000.0,400.0,12386.5127,-5.08605,6.05
443,13012.0,0.04633,0.0063,-0.003993,-0.0,1000.0,288.5127,13008.0074,-0.184979,6.3
444,14958.0,0.04626,0.00655,0.287551,-0.0,1000.0,284.5201,15245.5511,13.302113,6.55
445,13192.0,0.04479,0.00605,0.14025,99.4694,-0.0,500.0,13092.5306,-4.455234,-0.0
446,12806.0,0.04394,0.00605,-0.219721,-5.306,994.694,400.5306,12592.7509,-9.370166,6.017899
447,12780.0,0.04419,0.00605,0.069998,-216.9303,783.0697,187.2815,13051.7438,12.008358,4.737572
448,12402.0,0.05316,0.00818,-0.020429,25.0913,409.7474,459.0253,12368.5381,-1.778836,3.351733
449,14424.0,0.06536,0.01222,0.229889,311.1009,688.8991,425.5633,14271.2692,-9.982484,8.418346
450,12430.0,0.05505,0.00922,0.25676,152.1366,847.8634,272.8326,12495.5604,3.609101,7.8173
451,11650.0,0.04663,0.0087,0.163719,-0.0,1000.0,338.393,11813.7194,7.634236,8.7
452,11364.0,0.04123,0.00605,0.19952,378.4858,-0.0,500.0,10985.5142,-15.604969,-0.0
453,11170.0,0.03939,0.00605,0.578863,-0.0,1000.0,121.5142,11748.863,22.801412,6.05
454,12698.0,0.03773,0.00605,0.891083,100.0,-0.0,500.0,12598.0,-3.773,-0.0
455,10924.0,0.03882,0.00552,0.683576,-0.0,1000.0,400.0,11607.576,26.536422,5.52
456,10358.0,0.02994,0.00552,0.547924,100.0,-0.0,500.0,10258.0,-2.994,-0.0
457,10264.0,0.02819,0.00552,0.647716,-0.0,1000.0,400.0,10911.7158,18.259109,5.52
458,10084.0,0.02747,0.00531,0.299741,99.4654,-0.0,500.0,9984.5346,-2.732315,-0.0
459,10042.0,0.02664,0.00517,0.298082,-5.3458,994.6542,400.5346,10343.8339,8.040855,5.142362
460,11612.0,0.02724,0.00552,0.217871,99.5134,-0.0,500.0,11512.4866,-2.710746,-0.0
461,10454.0,0.02918,0.00552,0.232463,-4.8658,995.1342,400.4866,10690.198,6.892257,5.493141
462,10462.0,0.03419,0.00917,-0.008994,100.0,-0.0,500.0,10362.0,-3.419,-0.0
463,10688.0,0.04117,0.00886,-0.35645,-0.0,1000.0,400.0,10331.5499,-14.67505,8.86
464,11372.0,0.04249,0.0066,-0.723394,-74.9281,435.4991,43.5499,11131.8907,-10.202244,2.874294
465,14142.0,0.04339,0.0063,-0.78837,-400.0,-0.0,0.0,14542.0,17.356,-0.0
466,12690.0,0.04203,0.00605,-0.692186,-0.0,1000.0,400.0,11997.814,-29.092579,6.05
467,12556.0,0.04213,0.00605,-0.583642,-400.0,-0.0,0.0,12956.0,16.852,-0.0
468,12490.0,0.04053,0.0063,-0.01154,-0.0,1000.0,400.0,12478.4596,-0.467732,6.3
469,12688.0,0.04022,0.0063,0.234663,-17.3562,982.6438,388.4596,12935.9466,9.972411,6.190656
470,14730.0,0.04085,0.00623,-0.035663,99.5134,-0.0,500.0,14630.4866,-4.065123,-0.0
471,12828.0,0.04409,0.00605,0.049749,-4.8658,995.1342,400.4866,12882.3726,2.397289,6.020562
472,12214.0,0.04915,0.00984,-0.052246,20.7012,451.4079,454.8592,12169.7148,-2.176619,4.441853
473,12350.0,0.06135,0.01912,-0.101744,296.0305,703.9695,410.574,11982.3447,-22.555656,13.459896
474,12072.0,0.05234,0.01219,-0.035537,-58.8548,429.1864,42.9186,12115.603,2.282181,5.231782
475,13742.0,0.04423,0.00799,0.109565,-28.8891,865.2164,86.5216,13865.6867,5.470665,6.913079
476,11526.0,0.04016,0.00605,0.007537,-0.0,1000.0,210.2084,11533.5371,0.302689,6.05
477,11600.0,0.03738,0.00701,0.2397,-0.0,1000.0,217.7455,11839.7002,8.959992,7.01
478,10840.0,0.03627,0.00605,-0.071451,55.1568,425.5438,457.4456,10754.4375,-3.103351,2.57454
479,10426.0,0.03548,0.00552,-0.052194,-0.0,1000.0,371.8832,10373.8061,-1.851839,5.52
480,12136.0,0.03543,0.00552,0.532343,-0.0,1000.0,319.6893,12668.3428,18.860906,5.52
481,10536.0,0.03315,0.00487,0.448335,99.4651,-0.0,500.0,10436.5349,-3.297267,-0.0
482,10146.0,0.03246,0.00552,0.651558,-5.3494,994.6506,400.5349,10799.4221,21.210083,5.490471
483,10086.0,0.03229,0.00552,0.508803,99.4694,-0.0,500.0,9986.5306,-3.211867,-0.0
484,10100.0,0.03245,0.00552,0.509373,-5.306,994.694,400.5306,10611.9765,16.613638,5.490711
485,10266.0,0.03265,0.00552,0.369538,100.0,-0.0,500.0,10166.0,-3.265,-0.0
486,12214.0,0.03466,0.00577,0.239664,-0.0,1000.0,400.0,12453.6636,8.306739,5.77
487,11178.0,0.03607,0.0092,0.008262,383.8643,-0.0,500.0,10794.1357,-13.845987,-0.0
488,11826.0,0.0378,0.00806,0.100862,-0.0,1000.0,116.1357,11926.8625,3.812601,8.06
489,12134.0,0.03911,0.00872,-0.111691,-0.0,1000.0,216.9981,12022.3087,-4.368248,8.72
490,12416.0,0.0379,0.00774,0.06266,-0.0649,999.9351,105.3068,12478.7211,2.37713,7.739497
491,12512.0,0.03765,0.0073,0.285758,-0.0,1000.0,168.0279,12797.7583,10.758801,7.3
492,14758.0,0.03535,0.00542,0.294956,50.766,462.1378,453.7862,14843.5442,3.023986,2.504787
493,13058.0,0.03426,0.005,0.158242,99.4694,-0.0,500.0,12958.5306,-3.407822,-0.0
494,12710.0,0.03393,0.005,0.218554,-5.306,994.694,400.5306,12932.7003,7.556221,4.97347
495,12590.0,0.03535,0.00536,0.096007,100.0,-0.0,500.0,12490.0,-3.535,-0.0
496,12544.0,0.04076,0.009,0.277826,-0.0,1000.0,400.0,12821.8259,11.324184,9.0
497,12344.0,0.05513,0.0186,-0.19454,394.6214,-0.0,500.0,11949.3786,-21.75548,-0.0
498,13970.0,0.05234,0.01093,-0.219739,-0.0,1000.0,105.3786,13750.2614,-11.501116,10.93
499,12010.0,0.04187,0.0057,-0.602783,-110.7571,-0.0,0.0,12120.7571,4.6374,-0.0
500,11362.0,0.03982,0.0055,-0.781,-0.0,1000.0,110.7571,10580.9997,-31.099432,5.5
501,11164.0,0.03807,0.0055,-0.285701,-121.5142,-0.0,0.0,11285.5142,4.626046,-0.0
502,10796.0,0.03552,0.007,-0.017335,-0.0,1000.0,121.5142,10778.6653,-0.615729,7.0
503,12342.0,0.03735,0.00552,-0.171287,-1.0847,998.9153,104.1795,12171.9839,-6.350103,5.514012
504,10660.0,0.03507,0.00552,-0.459016,-400.0,-0.0,0.0,11060.0,14.028,-0.0
505,10188.0,0.03346,0.00552,-0.996458,-0.0,1000.0,400.0,9191.5418,-33.34149,5.52
506,10042.0,0.03245,0.006,-0.866913,-400.5346,-0.0,0.0,10442.5346,12.997347,-0.0
507,9868.0,0.032,0.006,-0.117693,-5.3458,994.6542,400.5346,9756.2818,-3.574982,5.967925
508,10448.0,0.0322,0.006,0.007405,-116.4226,883.5774,288.8164,10570.9651,3.959478,5.301465
509,11284.0,0.03308,0.00552,-0.117552,7.0367,882.1846,411.7815,11173.2604,-3.663266,4.869659
510,10540.0,0.03256,0.00552,0.014153,-0.0,1000.0,301.0419,10554.1533,0.460833,5.52
511,11128.0,0.03372,0.00827,-0.332796,-0.0,1000.0,315.1953,10795.2042,-11.221876,8.27
512,11404.0,0.03392,0.00605,-0.315008,-116.1357,-0.0,0.0,11520.1357,3.939322,-0.0
513,11784.0,0.03395,0.00556,-0.214371,-0.0,1000.0,116.1357,11569.629,-7.277894,5.56
514,12010.0,0.03373,0.005,-0.17972,-400.0,-0.0,0.0,12410.0,13.492,-0.0
515,14482.0,0.03392,0.005,0.039187,-0.0,1000.0,400.0,14521.1871,1.329225,5.0
516,12055.0,0.03401,0.005,0.105212,35.3816,608.1293,439.1871,12083.601,0.972721,3.040646
517,12435.0,0.03421,0.00657,0.225941,65.525,322.1191,467.7881,12442.2549,0.248191,2.116322
518,12280.0,0.03534,0.00596,0.018014,73.2141,249.5698,475.043,12211.2816,-2.428509,1.487436
519,12426.0,0.03546,0.00605,0.21103,1.2862,936.754,406.3246,12622.3967,6.964228,5.667362
520,12648.0,0.0414,0.00756,0.516638,68.2699,-0.0,500.0,12579.7301,-2.826374,-0.0
521,13116.0,0.05376,0.016,0.174046,317.3011,682.6989,431.7301,12917.5199,-10.67029,10.923183
522,11738.0,0.04741,0.01292,-0.064759,112.34,887.66,233.25,11568.1764,-8.051339,11.468567
523,11192.0,0.04133,0.00719,0.245304,-50.7422,634.2637,63.4264,11398.3293,8.527591,4.560356
524,10836.0,0.03706,0.0055,0.141882,-0.0,1000.0,269.7557,10977.882,5.258148,5.5
525,10748.0,0.03535,0.0055,0.415252,116.3771,883.6229,411.6377,10998.5492,8.856915,4.859926
526,12086.0,0.03467,0.00605,0.214081,100.0,-0.0,500.0,11986.0,-3.467,-0.0
527,10578.0,0.03393,0.00552,0.480671,-0.0,1000.0,400.0,11058.671,16.309167,5.52
528,9954.0,0.03277,0.00552,0.38943,100.0,-0.0,500.0,9854.0,-3.277,-0.0
529,10418.0,0.03211,0.006,0.348883,-0.0,1000.0,400.0,10766.8829,11.202631,6.0
530,9380.0,0.03079,0.00527,0.6059,99.4654,-0.0,500.0,9280.5346,-3.06254,-0.0
531,10696.0,0.03074,0.00429,0.374836,-5.3458,994.6542,400.5346,11074.1776,11.625181,4.267066
532,9972.0,0.03136,0.00475,0.07408,99.5134,-0.0,500.0,9872.4866,-3.120741,-0.0
533,9814.0,0.03363,0.00552,-0.043124,-4.8658,995.1342,400.4866,9775.9514,-1.279574,5.493141
534,10136.0,0.0355,0.00565,0.06717,-0.0,1000.0,362.438,10203.1703,2.384545,5.65
535,12138.0,0.04117,0.01002,-0.294089,296.0828,703.9172,429.6083,11634.9027,-20.712515,7.053251
536,10646.0,0.04274,0.00775,-0.080323,-116.1357,-0.0,0.0,10762.1357,4.963638,-0.0
537,10764.0,0.04225,0.00805,-0.178772,-0.0,1000.0,116.1357,10585.2278,-7.553126,8.05
538,11074.0,0.04268,0.00805,0.11844,-400.0,-0.0,0.0,11474.0,17.072,-0.0
539,11476.0,0.04254,0.00719,-0.437908,-0.0,1000.0,400.0,11038.0925,-18.628587,7.19
540,11226.0,0.04132,0.00655,-0.501475,-400.5346,-0.0,0.0,11626.5346,16.550089,-0.0
541,11348.0,0.04128,0.0063,-0.747129,-5.3458,994.6542,400.5346,10610.2105,-30.455951,6.266321
542,11520.0,0.04117,0.00655,-0.742117,-400.4866,-0.0,0.0,11920.4866,16.488033,-0.0
543,11374.0,0.04343,0.00605,-0.502102,-4.8658,995.1342,400.4866,10879.2073,-21.488846,6.020562
544,11380.0,0.04866,0.009,-0.416006,-310.2468,-0.0,0.0,11690.2468,15.09661,-0.0
545,11424.0,0.0648,0.01887,-0.367748,189.7532,810.2468,310.2468,10936.2805,-31.604225,15.289357
546,11376.0,0.05802,0.01021,-0.310831,-99.465,-0.0,0.0,11475.465,5.770961,-0.0
547,11194.0,0.04759,0.00629,-0.188378,-5.3498,994.6502,99.465,11011.9794,-8.662359,6.25635
548,10924.0,0.04436,0.00586,-0.363162,-121.5142,-0.0,0.0,11045.5142,5.39037,-0.0
549,10756.0,0.04245,0.00581,-0.116864,-0.0,1000.0,121.5142,10639.1358,-4.960886,5.81
550,10582.0,0.03671,0.00605,0.058138,-395.6001,46.4999,4.65,10980.3035,14.621723,0.281324
551,10354.0,0.03774,0.00552,0.128312,-2.2662,970.4647,402.9535,10480.7885,4.784999,5.356965
552,10306.0,0.03525,0.00675,0.218671,100.0,-0.0,500.0,10206.0,-3.525,-0.0
553,10322.0,0.03396,0.00552,0.229216,-0.0,1000.0,400.0,10551.2155,7.78416,5.52
